gene_name,DOR_1,DOR_2,DOR_3,NOR_1,NOR_2,NOR_3
FAM120A,26840,27774,29760,10869,7482,5798
R3HDM1,4171,3925,5155,3216,1374,1129
COL9A2,427,967,588,840,1587,681
KITLG,678,824,216,312,456,138
ERCC8,937,822,734,805,493,494
ADAMTS6,110,145,97,4,43,87
H6PD,7156,7155,9276,4638,4787,4866
VAMP3,12567,10749,10823,10801,11053,8796
PER3,3023,4420,3913,2524,887,833
UTS2,7,0,0,0,23,30
TNFRSF9,29,71,55,0,43,108
EPN3,1296,2734,2095,13923,1957,1464
LTBP1,2533,2551,2138,1421,1466,1105
RCN1,52619,54197,56173,50508,46062,47147
ELN,75,1809,53,30,306,87
RFC2,1283,1216,1112,2177,2543,2642
ARID1B,9515,8474,10035,3070,2938,2781
CLPTM1L,7344,6700,7394,10896,9614,8639
NEDD4L,1320,2593,969,777,879,855
FOXP3,42,28,22,69,75,0
PPP1R3F,561,580,555,1562,844,808
HEXB,15192,11512,10871,18972,17804,15830
PTCD2,564,652,885,571,482,267
NEXMIF,8,0,0,0,0,0
JKAMP,4563,3224,3993,3979,2687,1632
DKK3,23612,18446,13761,25481,15266,14348
ARHGEF5,3559,3881,3024,1735,1722,1840
NFE2L3,2487,1193,2115,2408,1297,1360
MCUR1,1056,1056,689,799,944,791
LIMA1,6473,9303,5311,2724,3939,1378
LETMD1,2039,2284,2062,2748,1372,1104
SLC4A8,735,352,442,776,616,278
LAMC3,276,3281,405,162,1257,463
PTGER3,468,165,330,9,122,16
TNIP3,38,19,31,0,73,895
MAPK9,1870,1920,1669,1655,1231,934
COL23A1,51,19,40,95,211,298
BCAR1,8496,14953,9528,10869,13363,12239
FAM160A2,8433,8339,11140,8387,6632,4801
HERPUD1,18167,11734,15174,14877,13801,8609
HOMER3,1265,2495,1146,3890,11699,7914
RAD51,41,86,87,87,92,0
POLQ,46,71,63,74,96,13
PIK3CB,1778,1316,1946,862,907,418
CYBA,1065,1556,447,1386,17769,8390
THOC3,1760,2929,1815,3757,2153,2031
HEBP2,1287,2055,1221,2586,1812,1203
MPHOSPH9,948,885,1195,683,436,204
PLEKHA5,5239,5089,5668,3460,1536,927
PRSS8,3,59,0,6,0,12
SIKE1,2916,1917,3065,1666,1176,1134
RRP12,19157,33983,33721,38151,35686,32325
FNIP2,7296,5584,8878,3066,1399,2830
MSMO1,155593,54797,90142,49755,38174,43979
TTC17,9305,8507,9509,5131,3932,2945
ALX4,0,14,4,0,12,0
FSTL4,718,326,843,1453,1081,444
FOXN3,14161,10474,15662,3901,4211,4289
METTL24,26,9,7,5,0,0
AKR7A2,1584,2007,1454,4475,4072,3572
MRTO4,2030,2600,1973,3221,4571,4271
NNAT,56,187,26,19,56,15
USE1,1232,1313,1194,4687,4046,3840
MCF2L2,318,308,383,158,96,254
NRIP2,100,160,100,89,43,48
LAMA3,7528,9547,7086,3314,4897,2622
AP5M1,2736,2646,2223,1766,1203,1135
ANAPC4,3320,2210,3149,3285,2197,1663
KCNQ1,2378,1984,2422,7301,5071,3204
TRAPPC3,5162,3923,4551,10537,6207,6851
THRAP3,16816,13426,17591,7675,5998,4480
PHPT1,3774,3666,4383,20077,14077,14577
ENTPD2,0,22,0,0,6,0
LY75,1489,549,1114,597,733,268
ARID4B,4141,3060,3833,2486,1245,2286
OPN3,950,1006,672,655,1152,401
SDCCAG8,1262,1377,1202,1656,1472,775
PTPRN,4133,8708,3926,10082,6064,12725
HHAT,788,881,740,822,342,317
KIF1B,13109,9737,14705,4044,4186,4076
FOXC1,103,435,36,4,48,73
TBC1D22A,4325,2716,2684,5563,6604,7403
SYNE2,2930,3330,3512,1928,1624,1361
PLEKHH1,5289,5947,6170,5102,3039,1747
ATP9A,867,1406,703,338,274,230
CBLN4,0,48,12,0,0,0
CHRDL2,84,221,82,219,379,1024
FAM168A,10584,7701,12794,6626,2685,3160
RELT,1522,2486,1547,1322,4014,2610
GALC,13851,9075,13413,11062,4610,3255
NOP58,6450,7339,5904,7171,7319,7118
SZRD1,17243,19355,16970,17265,16536,12704
KCNH2,5457,5555,4170,11946,3385,5522
CUL1,9503,7591,8375,7410,5431,5020
FAM114A2,2258,2330,2108,1528,1276,822
CYFIP2,3084,2623,3062,3725,3161,2799
TAB2,12148,11345,12547,4942,5413,4807
GINM1,5055,5286,4167,4869,4998,3619
EIF2AK2,5885,5743,6459,2715,2357,1521
USP36,8235,10650,8822,3794,6897,5462
KMT2C,6792,6648,7201,2668,3215,2449
MCOLN3,29,8,13,0,23,4
CCDC85A,3954,1652,4463,2162,368,738
PUM2,13601,11824,15138,9713,5984,5005
MRPL43,2428,2579,1863,6007,5480,4259
ITIH4,127,215,88,474,342,548
ITIH1,17,0,0,0,0,28
HPF1,1463,1091,993,2551,1775,1731
ZFR,19133,15454,16062,11932,7533,5595
ZNF280C,325,348,439,347,98,30
NPFFR2,21,0,4,4,12,48
PHF21B,25,23,79,28,16,16
TRAF1,464,1016,831,1116,1146,1701
RC3H2,3813,3490,3771,2476,1904,1585
IL17RB,65,66,83,58,19,4
TRAF3IP2,5496,5660,5832,2622,4555,6417
GYG2,3267,1791,3036,2125,1426,1490
DCBLD2,30343,30014,16906,10179,18316,12465
SERPINB3,18,13,3,19,23,0
SOAT1,7627,6449,5869,3991,4058,3068
PKP2,21021,19258,22775,14529,8326,7027
MSH4,0,0,0,0,0,0
F7,0,23,4,0,14,0
GDI2,20221,20520,17579,13879,15726,10437
PRDM1,310,636,401,95,2006,713
ATG5,3225,2785,2578,2993,3050,2534
TMCC3,2138,1220,1680,289,1001,822
PITHD1,2169,2218,1733,2197,3132,2198
MTA3,3401,3291,3315,4924,2578,2116
USP13,33254,16778,35839,18223,6389,10710
ATP11B,7291,5753,7156,2887,2352,2209
LAMC2,182,279,72,54,31,45
CDK14,890,1134,1063,278,432,170
SEC61A1,37238,33239,39650,34835,39189,29636
PPP1R12A,6360,4379,6288,2332,1896,1307
RASGRF1,8,4,8,19,14,11
CAMK2B,51,55,47,29,230,130
CROCC,2172,3466,2312,5410,4537,3260
POLR3E,3491,3981,3353,3723,3325,2330
ATP2B4,45056,32868,57348,16410,17963,14097
ZC3H11A,20366,28899,21610,14995,597,476
RIOK2,785,945,620,1161,965,521
YIPF1,3559,3331,3973,7091,4842,3876
NDC1,1634,1449,1518,829,905,849
DGKG,168,71,85,91,59,120
FLYWCH1,2553,4343,3792,7082,5778,3624
UNKL,720,923,1103,1073,712,503
TBXAS1,119,235,96,150,3621,999
PARP12,1650,1954,1490,1480,2193,1889
ALDH18A1,2163,1548,2055,1267,1326,1084
TARBP1,594,894,861,730,698,381
GATB,1843,1852,1646,3405,1806,1711
MXD1,2043,2176,2739,1181,2680,1658
CDK17,3326,3705,3611,1224,1336,1006
DNAJC25,1734,1267,1215,1310,1120,934
SLC2A3,7669,18460,14089,5426,19291,8747
PSD,159,398,151,553,586,589
CTDP1,3319,5190,3806,5591,5388,4566
YBX3,51656,42971,51813,50939,41781,47753
STYK1,196,269,193,87,162,52
WNK1,10595,9699,13560,4154,4173,2267
CCAR1,7938,8182,7381,6520,4826,4859
OGFR,1972,3358,2152,6070,8005,3576
GNA15,184,697,51,134,3652,781
CREB3L3,131,256,530,153,247,162
PIGV,608,867,912,1350,772,310
PTPRU,71,618,36,40,19,32
SNRNP40,1853,2024,2137,2286,1938,1784
RIMBP2,0,30,6,0,0,10
COL11A1,1469,691,2817,355,243,383
QSER1,3849,3917,3506,1693,1633,835
MPC1,936,718,648,1664,1113,962
ACAA1,4981,5718,4209,16332,11827,7711
BCAT1,50613,33879,44894,32600,23313,22219
HDAC7,15033,19710,20933,12488,15384,14021
LZTS1,187,964,219,97,279,191
PRDM6,242,200,207,359,140,65
WNT8A,0,0,0,0,0,0
SPAG4,1942,1326,1932,8571,3908,2806
NCKAP1,21901,16751,18963,7087,4686,4018
MRPS35,5982,6343,5093,6299,4772,4139
GUCY1B1,159,509,166,39,63,22
SFSWAP,5687,5808,5627,7240,7200,6447
TNK2,1620,2287,1367,2901,3434,3377
MON2,4648,3909,4427,2702,2129,919
CDH3,29,368,68,14,80,51
ARSF,0,0,0,0,0,15
GPBP1,10852,11158,10267,13430,10378,9303
DGAT2,274,446,257,443,1058,929
ZNF112,192,217,115,243,65,38
CS,10861,14179,12540,8664,7701,6119
LTK,66,269,90,94,682,102
MRPS24,2595,3137,2176,7901,8751,10417
ELMO2,3023,2810,2813,2555,2912,1546
WAPL,5877,5462,5869,3287,2423,1431
VMP1,27246,23193,26064,33204,24015,15787
APPBP2,4578,4285,4306,3673,1818,887
POLD1,1578,1761,1795,3838,3011,2520
SEZ6,6,4,0,0,0,30
EIF4B,34391,43241,36713,29263,22252,21033
SLC6A16,46,71,15,22,36,55
BICRA,1950,2407,2624,3477,2874,2011
SPHK2,2473,2922,2444,6029,3676,2445
RPL18,19428,25008,17709,69467,83075,96082
CA11,173,261,178,756,613,492
ISOC2,1933,2016,1871,10119,8146,8159
U2AF2,11893,14710,12402,12803,10561,6050
EPN1,7603,11479,8701,24020,21898,16819
MED29,5108,5156,4668,6527,5269,4063
AHRR,35,23,39,17,10,42
GSC2,0,0,0,0,0,0
ZNF275,16647,11211,18759,9853,5523,4281
MTMR1,1487,1643,1536,830,812,474
GPC1,41348,60189,39794,41048,84231,46493
ADCK1,627,800,683,1449,1176,567
HAGH,2358,1809,1856,8782,4815,4707
RNF4,10888,10526,11868,8090,6221,5458
CASP8,1667,1652,1929,951,1408,498
LIMCH1,588,1228,364,321,268,224
INTS13,2697,3114,2646,3119,2947,1686
TM7SF3,12311,9969,11881,12375,6551,5252
DLX3,8,0,0,0,0,0
SPA17,275,345,271,465,399,212
TSPAN32,96,104,67,127,679,363
CCN5,848,1247,1097,5599,2033,1820
DMRT3,0,0,0,0,0,0
ST3GAL6,120,202,90,34,230,113
ATP2C2,16,143,34,35,27,7
NGFR,16,656,28,12,30,4
CDON,119,601,285,57,55,50
TAF2,4599,4654,4700,1896,1627,1236
HIPK2,8103,11326,11536,2179,3819,2005
TNPO3,7403,8609,10199,6795,3313,3031
BORCS8-MEF2B,604,360,454,2042,670,1591
RFXANK,1943,2363,1837,10710,8370,10847
TMEM161A,2116,1968,1671,6004,3534,4081
LPAR2,205,376,185,567,1386,707
CTSA,8783,13317,10143,18038,26184,14689
SUGP2,10069,11160,12205,10858,8901,6087
SLC12A2,6443,6848,7290,3319,2708,2176
SNX24,1564,902,1719,766,794,827
EYA2,97,74,54,218,67,75
CNN2,21392,23909,23739,20616,27572,17412
ABCA7,3084,3414,3453,4386,5678,5065
SNCAIP,5,44,4,0,2,5
DDX20,1030,1166,1193,830,484,575
BTBD1,8600,8479,6812,5301,5078,3519
FAR2,189,188,159,29,181,69
BCAS1,142,982,276,72,86,108
CHI3L2,37,50,109,67,142,14
SBNO2,17315,26228,19583,18544,21524,16178
PMS1,1199,1175,1005,1068,697,494
HMG20B,8546,11714,7549,19212,21586,16488
CALCRL,2650,2162,2729,600,192,258
TAF11,3518,3438,3774,7283,4626,3272
ANKS1A,5485,6900,9390,4934,3079,1870
AP3D1,17532,16062,18505,19824,16349,11691
ZNF76,2897,3117,3220,4250,2844,1788
SLC9A3R2,110,1193,77,343,586,453
NTHL1,244,268,217,1374,826,1757
UHRF1BP1,5395,3568,5551,1993,1266,1278
GNAI3,19468,18375,19441,11139,11284,8240
IPO5,21847,21207,19709,12091,11913,10307
OAT,4380,4090,3974,3734,3062,2168
WDR3,2197,2564,2067,1091,676,612
PKN2,5074,4647,4735,2600,1887,1372
WDR18,3915,3086,2485,10317,8713,5690
TRAM2,44879,34734,68834,9000,7991,10537
NTN1,54,93,75,0,119,15
GLP2R,16,4,0,4,0,0
MCM10,16,82,36,8,26,29
DGKA,1394,2536,1568,1715,2708,1219
ERBB3,381,783,395,361,250,338
ANKRD44,3750,1948,3490,4312,1253,1487
KARS1,11156,11856,11291,16109,15607,15457
ADAT1,1493,1514,1524,668,636,481
PDIA5,9778,14380,10183,11710,10745,11835
TBC1D22B,1875,1923,2066,946,1033,823
NDUFB4,1562,1403,1141,2539,2060,1844
SPEN,4524,8670,8352,2412,2902,2584
MYLK,276,1770,157,48,167,123
ZC3H15,9544,8436,8278,8122,6194,4778
MAP2K4,5017,4338,4221,2727,2113,2138
PACC1,503,493,370,643,489,181
SNAP91,0,22,4,0,0,0
SLK,6536,6939,6184,3464,3737,3419
CYB5R4,3851,2970,5055,1988,2275,1856
COL17A1,22,220,10,7,13,16
GSTO2,65,250,120,69,107,99
SEC61A2,811,970,948,785,608,704
PRKCQ,242,82,149,133,424,187
TLE2,53,716,45,126,166,0
ASB1,2874,3081,2924,1898,2378,2271
FAM107B,19013,16166,18765,14460,12051,7858
ME1,3454,2516,2493,2215,2600,2102
TBC1D1,2877,4730,2405,1982,3554,2809
CDK13,7867,6275,6934,4043,3557,2305
MTHFD2,6983,5732,5281,1932,3681,3418
SLC9A7,794,567,630,749,1162,606
FOXJ2,1893,2517,2064,1077,1367,939
YBX1,45322,47857,43003,55122,59907,52729
PDE4A,307,340,122,211,1536,422
PPP2R5A,4833,5287,3949,2088,3066,1931
CTNNA2,14,0,29,81,32,13
ELAVL1,5245,6528,5459,5913,5340,4454
TIE1,0,1933,38,4,60,13
DIP2B,3429,3180,4173,1737,1429,752
SMARCD1,4584,5305,5185,4517,3457,2517
KDM4A,3510,3836,4765,3664,1889,1416
NFYC,2729,2947,2544,4560,3173,1914
ZMYND12,21,110,36,127,96,18
SLC9A3,474,1168,1054,388,551,980
NGEF,125,297,46,87,204,87
ASPM,116,537,112,322,212,56
CD84,110,194,37,80,482,121
ELOVL1,7542,7063,6858,9748,9666,5734
SPI1,269,582,162,623,13963,3891
ZNRD1,290,276,188,929,774,510
MPPED2,100,140,26,74,62,16
CLDN18,0,28,8,0,0,0
ZBTB11,2577,2202,1920,1563,1036,367
ATXN3,1152,1197,1172,1174,1056,507
GOLGA5,5259,4596,4345,4516,2537,1899
FGFR2,11,68,21,0,0,12
LRRC40,2403,2044,1768,1135,1003,408
ISOC1,3113,2965,2523,2531,1618,1565
EML1,85,510,105,26,91,31
TRMT11,1022,909,819,873,525,354
THUMPD1,2504,2900,2869,2983,1567,1178
MSANTD3,2403,3104,2200,1127,2902,4520
KIF26A,52,472,52,179,73,146
ATG2B,7702,4942,8525,2937,1765,1697
ARFGEF1,7007,5698,7914,3270,2795,1875
ACSM2B,0,23,0,4,15,35
ZFAT,716,635,770,576,477,408
MTFR1,1652,1588,1447,1043,1261,865
STAG3,436,331,474,384,675,422
FECH,2596,2184,3051,2770,2123,1488
MYO9A,7036,5127,8458,3758,2507,1741
DDX3Y,24,63,19,47,22,31
PFKP,48508,33544,57492,40216,26951,31943
IDI1,57369,19780,26237,26102,23623,28600
SP100,5045,7268,6355,7276,6929,5511
KLF6,79238,63968,95233,46692,25916,31471
PLPP1,1875,2177,1845,1979,1256,1276
NEO1,4845,4233,3781,1663,1525,1227
TRAM1,33145,20131,26785,9579,9989,6706
PHKA1,1679,1281,1298,868,1178,1123
TNFRSF1A,15182,15603,15416,19910,32603,20841
CACNB1,655,928,611,617,1376,470
EVI5,7886,6149,6970,2676,2857,3005
STOML1,614,601,584,2222,1483,758
PKM,81801,75248,75891,116442,129776,86237
DHX29,3765,3137,3495,2463,1896,1703
DNTTIP2,7839,7953,6670,5929,6588,6207
METTL22,937,819,1197,1253,1382,1261
TP53BP1,12102,9844,14421,7862,4960,3230
TRO,1255,1104,1214,1924,1134,938
RRP15,1395,1678,1227,1284,1550,1603
RHOA,51418,49421,49647,50214,53914,40462
DHX8,2637,3246,3668,2269,2268,1536
PMS2P4,87,95,42,66,50,61
PRKCZ,624,1621,927,2160,862,941
ZFY,6,10,0,10,10,5
IARS2,10792,8976,10034,8884,5547,5108
SYT1,115,114,18,62,77,12
NAV3,508,910,772,94,343,442
IDH3G,4431,4968,4319,13314,10583,7848
ROGDI,1011,1196,928,2715,3014,1165
PDZD4,93,81,46,20,379,286
ATP2B3,0,0,0,20,0,20
ROCK1,6986,6435,6787,3149,2939,2351
CBFB,18253,15513,15669,13847,8782,8039
PDK3,4287,2755,3870,4519,2216,2035
HYAL2,2568,3344,2146,2759,2706,1746
HDAC4,4774,3952,5982,2195,1936,1803
RASSF1,1079,1589,833,1636,2953,1937
FGFR3,20,782,36,12,16,24
IFI35,1094,1441,1028,3519,5878,3690
HEATR6,1218,1605,1824,1029,982,406
COASY,7055,6605,9315,14153,10810,10389
PLEKHH3,1628,1438,1286,3488,1777,1769
MEF2A,8702,8349,7461,4560,3055,2234
OTUD5,10949,11187,11110,17305,14290,12274
TFE3,13195,15565,15983,17130,14546,8377
TBC1D25,2951,3430,3196,3317,2768,2432
ACSL4,69308,47641,58629,29218,18484,12801
INPP5A,1209,1724,974,1008,1495,1199
GPKOW,1848,1901,1558,4062,3531,2776
GRIPAP1,7366,10240,9126,15928,11660,5140
FTSJ1,4766,4794,5236,6170,5834,4995
PRR11,193,444,130,266,396,369
REEP1,417,98,177,401,268,118
ATP11A,10924,8605,12359,2878,2855,2237
POLR1A,5124,5738,7275,3442,2598,2111
LAPTM4A,31537,36372,28527,24726,25706,17028
TTC7A,2199,2759,3357,2198,3089,1681
IP6K2,17623,11559,13199,16026,12907,11079
STON1-GTF2A1L,218,155,681,23,65,0
SRBD1,890,711,996,561,441,227
KIF2A,3824,4050,3769,3108,2868,1659
RASGRP2,593,1097,212,250,3492,1631
PSME4,31651,26429,22784,6167,17479,20355
IFT80,2275,2705,2121,1678,1033,637
SIRT2,6231,5284,5451,12926,7515,5788
ERLEC1,7208,6211,6420,7045,4493,3033
PPP2R5B,1334,2132,1410,2534,1909,1297
PYGM,231,253,151,328,381,208
PITX1,17,11,62,61,97,18
MAST4,2471,5349,3403,1614,1056,652
ADGRF5,69,3301,171,26,69,50
SDK2,241,524,289,90,225,134
ADAM7,0,1,0,0,0,0
NUP133,3438,3271,3711,2863,2002,1511
NUCKS1,16617,15395,16192,15102,11597,10512
VPS35,9289,7818,8511,8399,5827,4112
DNAJA2,21543,15179,19443,26905,11134,11280
BCL3,1580,5521,1826,2337,8029,6773
KCNAB2,1327,1504,1157,1806,5923,1570
ABCC9,76,281,77,45,66,57
GAL,115,159,48,304,596,942
CLEC2D,672,666,450,559,880,734
FUNDC1,1062,802,683,2330,1294,1100
MAOB,309,357,264,271,358,114
RORA,6036,4200,5590,2438,1986,3515
DRD4,91,92,174,1207,171,392
TGFBR3,34626,23480,32281,8173,7394,9721
PLA2G10,14,22,18,0,0,0
HES2,0,48,0,0,8,0
ATP1B3,7096,7377,6099,5512,9642,10678
NEDD4,2710,2813,3146,991,982,828
PIGB,971,679,913,810,623,696
MAPK6,14601,12985,13741,4655,4666,3363
GNB5,1012,1048,777,907,778,555
RAB27A,2197,2171,2455,1659,2140,1450
HDHD5,4002,3886,4007,8362,4911,4362
UFD1,3702,3664,3662,4841,5339,3686
LRP6,2551,2140,3030,1403,718,586
GUCY2C,0,0,0,0,0,0
SCT,12,0,20,16,55,10
PHRF1,8731,9115,13347,16146,7485,5650
ELP1,5835,5852,5608,4586,3769,2661
NUCB2,8700,7253,7636,12948,8133,6562
PFN2,3235,3701,2742,2863,2338,1042
PTPN3,1086,851,1140,235,107,356
SPTB,55,98,40,4,73,95
DAPP1,38,823,5,59,344,281
FGF10,206,50,391,239,112,298
SLC44A1,2652,2856,2095,2036,1928,1423
TMEM260,1220,1106,1274,1251,775,448
SMG6,2856,3145,3514,2416,1065,724
EXOC5,6057,5079,5153,2578,2345,1180
CLTCL1,1522,972,2102,1808,1859,2376
FGF22,11,49,22,143,59,119
FSTL3,4395,7158,6018,3566,13679,16853
DGCR2,9966,9728,11170,12533,7534,7083
RNF126,2269,3876,2668,5263,5803,5492
MNT,8044,11362,10275,5006,7358,3368
ZXDC,2446,2642,2489,2608,1876,1848
JMJD6,9743,8734,9691,10822,12782,13195
POLB,633,638,559,1442,841,630
ST6GALNAC1,36,149,12,4,24,0
WIPI1,3587,3484,3805,2751,3847,2103
FRMPD1,0,0,0,16,0,0
GBA2,7690,9098,8679,17942,7954,4891
NDST1,5632,9944,7496,3218,3647,2607
ASNS,1316,957,853,713,1336,942
AP3M2,876,981,633,432,758,314
CNGB1,0,7,0,7,0,30
ST6GALNAC2,152,225,170,20,228,225
CHAT,0,0,0,0,2,0
PABPC1,58507,87955,59575,49630,74749,69017
TESK2,103,159,230,41,65,44
CFAP20,5919,2571,5097,6454,2240,4377
CSNK2A2,4921,5053,4990,3998,3208,3030
PTPN21,8700,8193,9205,3671,2507,2336
EIF2B3,1396,1297,1245,2369,1976,1062
CAMK2A,0,0,4,0,20,14
TCOF1,2548,4216,3556,5169,5176,5547
CDC42,33684,27709,27859,18898,18877,13689
OSBPL3,181,716,78,47,772,243
EPHA8,63,16,25,4,12,29
SLC12A3,4,0,0,0,20,0
RAD18,3670,2302,3953,1714,1561,1331
ATP2B1,12107,11617,10135,5091,8163,5458
TRPM5,27,19,43,66,29,0
NCK2,3109,3766,2684,2902,2151,1612
MAP4K4,40193,39795,51324,18463,20366,22082
MGAT4A,6765,4448,6241,4889,2274,2741
RPL31,5198,5302,4533,13291,14272,17916
WDR1,55897,47267,50118,45711,61359,46616
SNX13,5116,3671,4620,2302,2100,1357
ARHGAP10,1044,2103,895,798,1801,1440
RPS6KA2,3843,4605,5474,1493,1811,1228
ING3,1611,1086,949,1633,1079,803
VASH1,7246,10787,11480,9750,5986,6536
LMCD1,17853,19512,22612,13169,12830,16281
BUD23,4653,5087,4182,8973,9186,9160
SEL1L,9132,6888,8499,4188,3979,2316
TRIP13,321,435,296,258,320,156
ATP6AP1,17172,15207,16907,20795,18151,12644
TCF3,4827,6271,5601,5691,5816,5157
TRIB2,17186,20640,24957,10713,10761,6042
DAZAP1,9337,13302,11234,11171,14258,11322
MBD3,10034,12535,8907,32287,26298,24074
HLTF,4361,2615,4376,765,284,271
FAM50A,5198,6929,5081,18093,19106,18253
FAM3A,4728,4371,4543,13015,9518,9394
CPSF1,8677,6114,10194,8784,8254,11353
MYO3B,9,14,0,0,0,0
CYBRD1,373,1426,328,173,534,228
CDH19,236,100,38,12,117,35
PDCD2,2138,2688,2110,3134,2954,2448
SLC6A15,41,0,0,53,0,0
RDH11,12227,7958,9211,11141,8014,10445
PRKACA,4754,6624,5371,6603,6997,3258
ADGRL1,2228,3458,2650,4555,2856,4349
ACTN1,7606,14767,9026,1667,6802,3613
ZFYVE26,2031,2692,3169,1437,1378,931
RPS6KA6,335,323,463,207,179,494
EPN2,1809,2595,2181,763,492,342
PTPN18,2175,3364,2339,2832,4777,2857
LIMS2,423,950,452,740,937,1174
ASIC4,12,4,8,26,57,5
SPEG,43,303,108,86,121,85
LNX1,196,594,242,53,255,141
ALDH3A2,73743,53835,65524,34135,22329,26777
TFRC,24395,12621,20958,11185,7243,6241
SREBF1,12233,12945,14665,18623,16348,16318
AFF4,45664,32683,47653,13235,13469,9294
UBE2D1,2801,2157,2473,1501,1829,1973
MPP5,4592,3690,4362,2206,1646,983
RHOBTB1,7959,7445,9070,7787,3730,3900
SMC1A,6053,5766,6247,3714,3238,1654
HSD17B10,4977,4916,4210,15882,14153,15240
MARK2,2252,2766,2438,1916,1972,744
HMMR,99,410,99,202,142,71
CHFR,4988,5603,4899,4704,4394,2737
TRHDE,23,71,14,3,18,54
P4HA2,5678,3480,5368,6453,3703,3308
FCGR2B,29,94,22,99,292,78
NFATC3,1577,2346,2002,2986,3207,2138
TRNT1,1670,1766,1745,1474,1287,943
ACADVL,65749,73757,70705,135439,134394,100858
STK10,2436,3769,2160,1396,7220,4528
FBXW11,11974,6381,12404,4963,2187,1582
ACAP1,248,448,115,316,1860,1140
CRMP1,1012,1002,1836,380,472,747
EVC,3918,3952,7461,454,789,855
DERL2,3909,3398,3612,4574,4884,3220
SIDT1,98,166,33,6,247,20
NDE1,1000,1370,1189,583,654,469
IRAG1,82,481,142,29,114,30
TMEM38A,341,260,171,221,185,427
AP1M1,6590,5994,5840,7901,8050,6872
PVR,3373,4947,4591,2516,2896,3590
XRCC1,1755,1613,1659,4295,2291,1592
SCARB1,260926,301135,255567,463947,259717,321801
CYP2W1,119,178,162,745,276,108
MCM2,469,860,599,458,640,339
MOV10L1,90,77,70,21,91,34
PANX2,202,377,208,526,489,408
SELENOO,2192,2991,2656,9701,10504,7519
TP63,2,273,4,4,0,4
ALPK1,2726,2667,3040,1912,1546,1233
LLGL2,391,1138,328,1289,1004,858
PDE8A,16794,14780,19178,11286,6413,9276
CLCN4,955,478,648,63,259,194
NLE1,670,938,678,887,810,908
SDHA,7519,8585,7598,14297,10858,10112
SMARCE1,9008,9484,8953,9388,6799,5916
FNDC8,0,0,0,0,0,0
GSDMB,231,558,267,361,601,380
KDM5A,7960,7365,8606,5217,3760,3363
ADAM11,88,121,170,139,88,127
PPP2R3A,1985,1465,1944,725,616,490
FERMT2,22524,16473,19491,6963,7219,6364
ABCB11,10,44,22,24,14,28
DHRS9,5040,4554,4653,8559,7000,5673
CD5L,0,0,0,0,0,0
PTGS2,30938,57193,62420,20894,14900,19673
IGF2BP2,6644,9823,11586,3523,5495,5429
MAP3K13,6022,7700,7624,6619,2257,3366
ST6GAL1,131,434,101,71,474,79
TBX21,89,76,12,64,264,113
VDAC1P1,235,207,135,131,105,20
FRY,96,651,160,60,205,125
PICALM,18577,19512,16877,8201,9451,4809
NSF,4774,4107,4252,2851,2127,1223
GLI2,67,968,114,87,76,8
CLASP1,6133,7095,8088,3258,2545,1950
MRPS34,2601,3276,2542,10626,8380,9950
NOTCH3,313,4105,449,153,344,154
CLNS1A,4500,4837,4521,7380,5597,5049
PPP2R2C,34,0,0,4,8,0
TEAD2,821,1640,657,1223,980,704
EED,634,657,424,718,589,377
CDHR2,13,33,4,10,25,3
SNCB,0,12,12,0,0,0
TSG101,6225,4252,5168,6560,5507,5034
NCBP3,3613,4289,4438,3240,2476,2139
ATP2A3,603,1180,437,204,4106,1522
CA12,586,1280,303,194,509,288
MGLL,120,468,116,136,969,482
NTN4,1910,1515,2108,465,564,715
BCS1L,1211,1359,1326,2905,2207,1696
NUAK1,454,705,533,290,289,543
DPP8,3328,2812,3061,1839,1561,944
SLC24A1,826,812,859,676,349,315
ZNF532,3355,3242,3829,1289,841,453
SCARF1,134,734,110,103,794,494
LMAN1,23190,17991,23653,8355,6750,5091
HACD3,17891,12109,13791,8483,6042,4597
IPCEF1,668,444,1097,86,331,317
ZZEF1,6811,6650,8457,5598,5099,3193
NOX3,0,0,0,0,0,9
ENO1,149005,131863,150117,258947,217201,193453
SLC12A1,0,0,0,8,0,16
MYDGF,8156,7587,6742,19529,24850,23505
ANO8,2643,3139,2990,4431,1650,911
TUBE1,507,502,675,819,375,384
ARHGEF10L,226,647,234,403,706,326
TXK,123,60,71,8,76,76
WSCD2,0,76,0,0,0,0
TACR2,268,242,330,41,33,72
ACTR6,1224,945,1025,1567,970,636
TIPIN,309,280,305,502,253,183
SRI,5216,5214,4797,7878,8669,8807
EIF4G3,13920,12247,15822,6354,4816,3196
NUP37,1033,770,803,1497,898,934
SEMA3A,16009,25691,15910,16554,17667,10157
GTSE1,160,331,190,172,178,61
SEMA3C,6009,2635,8533,773,1499,723
TTC38,3620,3490,4068,5848,3099,2678
ACAT1,5339,5304,5016,8001,6273,5085
GRAMD4,1063,1219,736,1115,2120,777
CELSR1,55,337,64,74,282,185
WNT8B,6,0,0,0,0,0
ZNF638,9994,10076,10939,16116,8710,5151
SLC25A40,879,562,642,509,379,123
TIMM21,1652,1740,1489,2089,1212,1133
ADD2,35,37,8,0,26,48
RASAL2,12098,18348,12607,3416,3654,3712
VPS9D1,4004,6327,4035,8699,7764,5470
ZNF37A,2874,3654,3299,2118,1307,1015
